"","서울","부산","대구","인천","광주","대전","울산","수원","청주","전주","제주"
"..1527",1318.57142857143,1433.33333333333,1413.33333333333,1425,1423.33333333333,1576.66666666667,1390,1560,1445,1405,1580
"..1528",1318.57142857143,1333.33333333333,1413.33333333333,1425,1423.33333333333,1576.66666666667,1390,1545,1390,1405,1580
"..1529",1317.14285714286,1333.33333333333,1413.33333333333,1425,1423.33333333333,1510,1390,1515,1590,1405,1580
"..1530",1331.42857142857,1500,1413.33333333333,1425,1423.33333333333,1510,1390,1515,1240,1405,1580
"..1531",1317.14285714286,1500,1413.33333333333,1425,1490,1510,1390,1485,1240,1385,1380
"..1532",1261.42857142857,1500,1413.33333333333,1425,1490,1510,1390,1485,1240,1485,1380
"..1533",1317.14285714286,1540,1453.33333333333,1600,1530,1510,1510,1485,1240,1485,1380
"..1534",1345.71428571429,1540,1476.66666666667,1525,1553.33333333333,1510,1580,1485,1240,1385,1380
"..1535",1345.71428571429,1373.33333333333,1476.66666666667,1500,1553.33333333333,1576.66666666667,1580,1485,1220,1385,1380
"..1536",1345.71428571429,1373.33333333333,1476.66666666667,1500,1553.33333333333,1576.66666666667,1580,1485,1420,1385,1380
"..1537",1217.14285714286,1373.33333333333,1476.66666666667,1175,1553.33333333333,1576.66666666667,1580,1485,1220,1385,1380
"..1538",1128.57142857143,1310,1283.33333333333,1155,1260,1143.33333333333,1580,1485,1155,1095,1150
"..1539",1138.57142857143,1440,1283.33333333333,1155,1260,1136.66666666667,1580,1485,1215,1095,1150
"..1540",1138.57142857143,1440,1283.33333333333,1155,1260,1136.66666666667,1580,1470,1215,1095,1150
"..1541",1210,1440,1283.33333333333,1125,1260,1136.66666666667,1580,1470,1215,1095,1150
"..1542",1287.14285714286,1440,1283.33333333333,1440,1260,1360,1580,1470,1215,1095,1480
"..1543",1317.14285714286,1440,1476.66666666667,1495,1453.33333333333,1360,1580,1485,1215,1385,1480
"..1544",1360,1506.66666666667,1426.66666666667,1470,1420,1553.33333333333,1580,1470,1215,1385,1480
"..1545",1360,1506.66666666667,1426.66666666667,1470,1420,1553.33333333333,1580,1470,1215,1385,1780
"..1546",1317.14285714286,1506.66666666667,1426.66666666667,1510,1420,1553.33333333333,1580,1470,1215,1405,1780
"..1547",1317.14285714286,1110,1163.33333333333,1495,1420,1553.33333333333,1580,1470,1215,1405,1780
"..1548",1317.14285714286,1110,1163.33333333333,1495,1420,1553.33333333333,1580,1470,1215,1405,1780
"..1549",1234.28571428571,1110,1163.33333333333,1495,1156.66666666667,1553.33333333333,790,1470,1185,1455,1780
"..1550",1191.42857142857,1110,1163.33333333333,1465,1156.66666666667,1553.33333333333,970,1470,1300,1455,1780
"..1551",1234.28571428571,1110,1163.33333333333,1465,1156.66666666667,1553.33333333333,790,1470,1300,1405,1780
"..1552",1180,1223.33333333333,1036.66666666667,1465,1030,1426.66666666667,790,1330,1300,1215,1350
"..1553",1180,1223.33333333333,1036.66666666667,1465,1030,1426.66666666667,790,1290,1300,1215,1350
"..1554",1165.71428571429,1223.33333333333,1036.66666666667,1465,1030,1426.66666666667,790,1290,1365,1215,1350
"..1555",1165.71428571429,1223.33333333333,1036.66666666667,1465,1030,1426.66666666667,790,1290,1365,1215,1350
"..1556",1122.85714285714,1223.33333333333,1036.66666666667,1415,1030,1426.66666666667,790,1290,1365,1215,1350
"..1557",1290,1320,1326.66666666667,1180,1386.66666666667,1253.33333333333,1480,1290,1365,1405,1080
"..1558",1290,1320,1326.66666666667,1180,1386.66666666667,1220,1480,1290,1365,1405,1080
"..1559",1358.57142857143,1453.33333333333,1393.33333333333,1180,1386.66666666667,1220,1545,1290,1325,1405,1330
"..1560",1307.14285714286,1453.33333333333,1393.33333333333,1180,1386.66666666667,1220,1545,1290,1325,1405,1330
"..1561",1307.14285714286,1453.33333333333,1393.33333333333,1180,1386.66666666667,1220,1545,1290,1325,1405,1330
"..1562",1402.85714285714,1386.66666666667,1393.33333333333,1380,1420,1386.66666666667,1545,1290,1325,1405,1465
"..1563",1410,1386.66666666667,1426.66666666667,1380,1420,1386.66666666667,1545,1380,1325,1405,1465
"..1564",1437.14285714286,1453.33333333333,1426.66666666667,1550,1420,1410,1560,1405,1325,1455,1465
"..1565",1437.14285714286,1453.33333333333,1426.66666666667,1550,1420,1410,1560,1565,1375,1520,1465
"..1566",1445.71428571429,1453.33333333333,1426.66666666667,1450,1420,1410,1560,1565,1375,1445,1465
"..1567",1345.71428571429,1453.33333333333,1293.33333333333,1550,1286.66666666667,1276.66666666667,1560,1565,1375,1320,1440
"..1568",1402.85714285714,1486.66666666667,1293.33333333333,1550,1286.66666666667,1276.66666666667,1560,1565,1405,1320,1505
"..1569",1417.14285714286,1486.66666666667,1293.33333333333,1605,1286.66666666667,1276.66666666667,1560,1670,1470,1320,1505
"..1570",1417.14285714286,1486.66666666667,1293.33333333333,1655,1286.66666666667,1276.66666666667,1560,1670,1475,1320,1505
"..1571",1335.71428571429,1486.66666666667,1293.33333333333,1570,1286.66666666667,1276.66666666667,1560,1670,1575,1320,1505
"..1572",1337.14285714286,1423.33333333333,1263.33333333333,1610,1256.66666666667,1253.33333333333,1465,1670,1600,1370,1745
"..1573",1337.14285714286,1423.33333333333,1263.33333333333,1610,1256.66666666667,1253.33333333333,1465,1670,1600,1370,1830
"..1574",1280,1423.33333333333,1263.33333333333,1610,1256.66666666667,1320,1510,1670,1600,1370,1830
"..1575",1322.85714285714,1423.33333333333,1263.33333333333,1610,1256.66666666667,1320,1510,1675,1600,1340,1870
"..1576",1280,1423.33333333333,1263.33333333333,1610,1256.66666666667,1320,1510,1675,1600,1340,1870
"..1577",1481.42857142857,1453.33333333333,1426.66666666667,1620,1486.66666666667,1453.33333333333,1655,1675,1600,1590,1880
"..1578",1481.42857142857,1453.33333333333,1366.66666666667,1620,1586.66666666667,1453.33333333333,1705,1675,1600,1590,1880
"..1579",1440,1456.66666666667,1463.33333333333,1620,1590,1453.33333333333,1710,1675,1600,1590,2095
"..1580",1468.57142857143,1456.66666666667,1463.33333333333,1620,1590,1453.33333333333,1710,1675,1590,1590,2105
"..1581",1465.71428571429,1456.66666666667,1430,1570,1456.66666666667,1320,1710,1695,1590,1390,1705
"..1582",1465.71428571429,1456.66666666667,1430,1570,1456.66666666667,1320,1710,1695,1590,1390,1705
"..1583",1465.71428571429,1456.66666666667,1430,1570,1456.66666666667,1343.33333333333,1710,1695,1665,1390,1705
"..1584",1465.71428571429,1320,1430,1570,1456.66666666667,1343.33333333333,1710,1695,1605,1390,1705
"..1585",1437.14285714286,1320,1430,1570,1456.66666666667,1343.33333333333,1750,1695,1605,1390,1705
"..1586",1504.28571428571,1453.33333333333,1530,1805,1590,1410,1850,1695,1605,1490,1905
"..1587",1504.28571428571,1453.33333333333,1530,1805,1590,1410,1850,1695,1605,1490,1905
"..1588",1504.28571428571,1590,1496.66666666667,1805,1590,1410,1850,1515,1605,1490,1905
"..1589",1561.42857142857,1590,1550,1805,1690,1476.66666666667,1850,1515,1605,1490,1905
"..1590",1425.71428571429,1590,1450,1380,1690,1293.33333333333,1850,1515,1605,1425,1905
"..1591",1410,1320,1246.66666666667,1380,1453.33333333333,1293.33333333333,1545,1515,1565,1490,1905
"..1592",1480,1483.33333333333,1376.66666666667,1380,1583.33333333333,1293.33333333333,1740,1515,1565,1490,1905
"..1593",1494.28571428571,1586.66666666667,1376.66666666667,1380,1583.33333333333,1293.33333333333,1740,1515,1590,1490,1905
"..1594",1395.71428571429,1553.33333333333,1446.66666666667,1380,1653.33333333333,1293.33333333333,1740,1515,1590,1490,1905
"..1595",1574.28571428571,1553.33333333333,1446.66666666667,1710,1653.33333333333,1510,1845,1515,1590,1590,1905
"..1596",1574.28571428571,1553.33333333333,1513.33333333333,1520,1653.33333333333,1510,1845,1515,1590,1590,1905
"..1597",1588.57142857143,1443.33333333333,1513.33333333333,1520,1653.33333333333,1510,1745,1515,1655,1590,1905
"..1598",1588.57142857143,1443.33333333333,1513.33333333333,1520,1653.33333333333,1510,1745,1515,1655,1590,1905
"..1599",1545.71428571429,1553.33333333333,1513.33333333333,1520,1653.33333333333,1393.33333333333,1745,1515,1655,1590,1905
"..1600",1531.42857142857,1686.66666666667,1480,1520,1686.66666666667,1393.33333333333,1745,1515,1655,1590,1905
"..1601",1560,1686.66666666667,1513.33333333333,1520,1686.66666666667,1393.33333333333,1745,1715,1655,1590,1905
"..1602",1602.85714285714,1586.66666666667,1580,1705,1620,1393.33333333333,1745,1715,1740,1590,1750
"..1603",1602.85714285714,1586.66666666667,1580,1705,1570,1393.33333333333,1670,1715,1740,1590,1750
"..1604",1471.42857142857,1403.33333333333,1536.66666666667,1580,1570,1223.33333333333,1670,1715,1790,1550,1750
"..1605",1517.14285714286,1403.33333333333,1536.66666666667,1580,1570,1223.33333333333,1670,1715,1740,1550,1950
"..1606",1595.71428571429,1400,1536.66666666667,1580,1570,1323.33333333333,1685,1715,1815,1550,1965
"..1607",1625.71428571429,1400,1570,1580,1570,1323.33333333333,1685,1955,1895,1550,2005
"..1608",1625.71428571429,1400,1570,1580,1570,1323.33333333333,1685,2025,1895,1550,2005
"..1609",1687.14285714286,1603.33333333333,1510,1680,1576.66666666667,1576.66666666667,1685,2025,1895,1490,2090
"..1610",1725.71428571429,1553.33333333333,1493.33333333333,1680,1576.66666666667,1576.66666666667,1685,2025,1895,1690,2090
"..1611",1725.71428571429,1670,1493.33333333333,1680,1636.66666666667,1510,1685,2035,1895,1690,2090
"..1612",1771.42857142857,1670,1493.33333333333,1715,1636.66666666667,1510,1685,2035,2105,1750,2345
"..1613",1771.42857142857,1670,1603.33333333333,1715,1636.66666666667,1510,1720,2140,2140,1750,2355
"..1614",1882.85714285714,1820,1833.33333333333,1715,1820,1510,1945,2125,2140,1750,2645
"..1615",1868.57142857143,1820,1833.33333333333,2040,1820,1620,1945,2125,2140,1800,2405
"..1616",1874.28571428571,1853.33333333333,1833.33333333333,2040,1820,1620,1945,1910,2005,1800,2405
"..1617",1874.28571428571,1853.33333333333,1933.33333333333,2040,1820,1620,2095,1910,2005,1855,2405
"..1618",1874.28571428571,1953.33333333333,1933.33333333333,2040,1820,1620,2095,1910,2005,1855,2405
"..1619",1874.28571428571,1953.33333333333,1933.33333333333,2040,1820,1620,2095,1910,2005,1855,2405
"..1620",1874.28571428571,1953.33333333333,1933.33333333333,2040,1820,1620,2095,1910,2005,1855,2405
"..1621",1901.42857142857,1850,1830,2040,1883.33333333333,1653.33333333333,1940,1860,2005,1940,2455
"..1622",1882.85714285714,1850,1830,2040,1916.66666666667,1653.33333333333,1940,1865,2005,1940,2455
"..1623",1915.71428571429,1850,1830,2040,1916.66666666667,1653.33333333333,1995,1865,2005,1940,2455
"..1624",1875.71428571429,1683.33333333333,1770,2040,1823.33333333333,1593.33333333333,2010,1865,2005,1800,2455
"..1625",1875.71428571429,1683.33333333333,1770,1930,1823.33333333333,1593.33333333333,2010,1865,2040,1800,2355
"..1626",1832.85714285714,1683.33333333333,1770,1930,1823.33333333333,1593.33333333333,2010,1865,2090,1800,2355
"..1627",1875.71428571429,1683.33333333333,1770,1930,1823.33333333333,1593.33333333333,2010,1865,2090,1800,2355
"..1628",1832.85714285714,1683.33333333333,1770,1930,1823.33333333333,1593.33333333333,2010,1865,2090,1800,2355
"..1629",1965.71428571429,1990,2003.33333333333,1935,2056.66666666667,1686.66666666667,2220,1865,2090,1940,2355
"..1630",1907.14285714286,1990,2003.33333333333,1930,2056.66666666667,1686.66666666667,2220,2020,2090,1940,2355
"..1631",1945.71428571429,1990,2070,1930,2056.66666666667,1686.66666666667,2015,2020,2090,1940,2355
"..1632",1945.71428571429,1990,2136.66666666667,1930,2056.66666666667,1810,2015,1965,2090,1940,2355
"..1633",1945.71428571429,1990,2070,1930,2056.66666666667,1810,2015,1965,2090,1940,2355
"..1634",1828.57142857143,1856.66666666667,2003.33333333333,1680,2056.66666666667,1793.33333333333,2015,1965,2090,1940,2240
"..1635",1808.57142857143,1856.66666666667,2003.33333333333,1680,2056.66666666667,1810,2015,1925,2090,1940,2005
"..1636",1808.57142857143,1853.33333333333,1850,1680,1920,1710,2000,1925,2005,1940,2240
"..1637",1808.57142857143,1853.33333333333,1850,1680,1920,1710,2000,1925,1955,1940,2240
"..1638",1751.42857142857,1853.33333333333,1850,1680,1920,1676.66666666667,2000,1925,1955,1940,2240
"..1639",1831.42857142857,1653.33333333333,1850,1915,1920,1810,2000,1755,1890,1915,2390
"..1640",1831.42857142857,1653.33333333333,1850,1915,1920,1793.33333333333,2000,1755,1890,1915,2205
"..1641",1831.42857142857,1636.66666666667,1850,1915,1903.33333333333,1793.33333333333,1975,1755,1955,1915,2205
"..1642",1824.28571428571,1636.66666666667,1833.33333333333,1915,1903.33333333333,1793.33333333333,1975,1755,1890,1830,2205
"..1643",1815.71428571429,1636.66666666667,1833.33333333333,1915,1903.33333333333,1793.33333333333,1975,1755,1890,1830,2205
"..1644",1717.14285714286,1516.66666666667,1603.33333333333,1915,1656.66666666667,1716.66666666667,1745,1755,1890,1715,2355
"..1645",1727.14285714286,1516.66666666667,1603.33333333333,1915,1656.66666666667,1650,1745,1755,1890,1715,2355
"..1646",1727.14285714286,1516.66666666667,1603.33333333333,1915,1656.66666666667,1683.33333333333,1745,1755,1955,1715,2355
"..1647",1712.85714285714,1516.66666666667,1603.33333333333,1915,1656.66666666667,1683.33333333333,1745,1785,1955,1715,2355
"..1648",1751.42857142857,1516.66666666667,1603.33333333333,1915,1656.66666666667,1683.33333333333,1745,1795,1955,1715,2355
"..1649",1751.42857142857,1550,1566.66666666667,1915,1733.33333333333,1593.33333333333,1745,2040,1840,1705,2180
"..1650",1751.42857142857,1550,1566.66666666667,1915,1733.33333333333,1593.33333333333,1745,2040,1840,1705,2180
"..1651",1751.42857142857,1550,1620,1915,1733.33333333333,1593.33333333333,1745,2040,1840,1705,2180
"..1652",1784.28571428571,1550,1680,1915,1733.33333333333,1593.33333333333,1745,1540,1840,1730,2265
"..1653",1727.14285714286,1823.33333333333,1953.33333333333,1715,1733.33333333333,1526.66666666667,1745,1540,1840,1730,2265
"..1654",1844.28571428571,1823.33333333333,1953.33333333333,1715,2006.66666666667,1543.33333333333,1745,2040,1840,1855,2405
"..1655",1792.85714285714,1636.66666666667,1833.33333333333,1775,1886.66666666667,1543.33333333333,1975,2040,1840,1855,2405
"..1656",1798.57142857143,1636.66666666667,1833.33333333333,1775,1886.66666666667,1543.33333333333,1975,2040,2140,1855,2405
"..1657",1812.85714285714,1636.66666666667,1833.33333333333,1775,1886.66666666667,1543.33333333333,1975,2040,2140,1855,2405
"..1658",1875.71428571429,1760,1923.33333333333,1990,1976.66666666667,1843.33333333333,2110,2040,2005,1855,2405
"..1659",1875.71428571429,1760,1923.33333333333,1975,1976.66666666667,1843.33333333333,2110,2040,2005,1855,2405
"..1660",1832.85714285714,1826.66666666667,1863.33333333333,1975,1876.66666666667,1843.33333333333,1960,2040,2005,1855,2405
"..1661",1787.14285714286,1826.66666666667,1863.33333333333,1975,1876.66666666667,1843.33333333333,1960,2040,2005,1855,2405
"..1662",1815.71428571429,1826.66666666667,1863.33333333333,1975,1876.66666666667,1843.33333333333,1960,2040,2005,1855,2405
"..1663",1698.57142857143,1860,1573.33333333333,1925,1626.66666666667,1376.66666666667,1960,2040,2005,1480,2405
"..1664",1712.85714285714,1826.66666666667,1573.33333333333,1925,1626.66666666667,1376.66666666667,1960,2040,2005,1480,2405
"..1665",1752.85714285714,1860,1573.33333333333,1925,1626.66666666667,1376.66666666667,1960,2040,1955,1490,2405
"..1666",1752.85714285714,1826.66666666667,1573.33333333333,1925,1626.66666666667,1543.33333333333,1960,2040,1955,1490,2405
"..1667",1752.85714285714,1826.66666666667,1573.33333333333,1925,1626.66666666667,1576.66666666667,1960,2040,1955,1490,2405
"..1668",1805.71428571429,1826.66666666667,1573.33333333333,1775,1850,1700,1960,2040,1955,1740,2405
"..1669",1805.71428571429,1826.66666666667,1806.66666666667,1775,1850,1700,1960,2040,1955,1740,2405
"..1670",1805.71428571429,1826.66666666667,1806.66666666667,1775,1850,1700,1960,2040,1955,1740,2405
"..1671",1805.71428571429,1826.66666666667,1806.66666666667,1775,1850,1700,1960,2040,1955,1740,2405
"..1672",1741.42857142857,1826.66666666667,1806.66666666667,1775,1850,1700,1960,2040,1970,1740,2105
"..1673",1751.42857142857,1560,1673.33333333333,1825,1716.66666666667,1706.66666666667,1760,2040,1970,1825,2105
"..1674",1814.28571428571,1560,1673.33333333333,1825,1716.66666666667,1906.66666666667,1795,2040,1970,1825,2105
"..1675",1751.42857142857,1693.33333333333,1643.33333333333,1825,1716.66666666667,2023.33333333333,1795,2040,1970,1825,2105
"..1676",1837.14285714286,1693.33333333333,1643.33333333333,1825,1723.33333333333,2023.33333333333,1795,2040,1970,1825,2105
"..1677",1791.42857142857,1826.66666666667,1800,1825,1853.33333333333,2020,1970,2040,1970,1995,2105
"..1678",1791.42857142857,1826.66666666667,1836.66666666667,1825,1853.33333333333,2020,1970,2040,1970,1995,2105
"..1679",1791.42857142857,1693.33333333333,1800,1825,1853.33333333333,2020,1970,2040,1970,1995,2295
"..1680",1708.57142857143,1693.33333333333,1606.66666666667,1825,1660,1553.33333333333,1970,2040,1970,1540,2295
"..1681",1655.71428571429,1693.33333333333,1606.66666666667,1825,1660,1553.33333333333,1970,2040,1970,1540,2295
"..1682",1640,1826.66666666667,1606.66666666667,1825,1660,1553.33333333333,1970,2040,1920,1540,2295
"..1683",1640,1813.33333333333,1593.33333333333,1825,1646.66666666667,1553.33333333333,1975,1870,1920,1485,2295
"..1684",1554.28571428571,1543.33333333333,1390,1975,1443.33333333333,1553.33333333333,1670,1640,1920,1485,2295
"..1685",1517.14285714286,1376.66666666667,1490,1975,1540,1650,1670,1640,1870,1685,2030
"..1686",1588.57142857143,1376.66666666667,1490,1975,1540,1616.66666666667,1670,1640,1815,1685,2030
"..1687",1502.85714285714,1376.66666666667,1490,1975,1540,1616.66666666667,1670,1625,1780,1685,2030
"..1688",1561.42857142857,1446.66666666667,1553.33333333333,1890,1606.66666666667,1756.66666666667,1725,1625,1730,1635,2315
"..1689",1552.85714285714,1446.66666666667,1553.33333333333,1890,1606.66666666667,1646.66666666667,1725,1625,1530,1635,2315
"..1690",1574.28571428571,1513.33333333333,1553.33333333333,1890,1606.66666666667,1786.66666666667,1725,1625,1745,1635,2315
"..1691",1598.57142857143,1513.33333333333,1553.33333333333,1960,1606.66666666667,1786.66666666667,1725,1625,1745,1635,2325
"..1692",1584.28571428571,1580,1553.33333333333,1805,1470,1650,1725,1625,1695,1635,2325
"..1693",1407.14285714286,1166.66666666667,1296.66666666667,1435,1316.66666666667,1283.33333333333,1545,1625,1695,1470,2325
"..1694",1407.14285714286,1166.66666666667,1296.66666666667,1435,1316.66666666667,1283.33333333333,1545,1635,1665,1470,2325
"..1695",1432.85714285714,1586.66666666667,1423.33333333333,1435,1443.33333333333,1283.33333333333,1735,1635,1665,1470,2325
"..1696",1432.85714285714,1586.66666666667,1423.33333333333,1435,1443.33333333333,1283.33333333333,1735,1635,1565,1470,2250
"..1697",1375.71428571429,1386.66666666667,1423.33333333333,1435,1443.33333333333,1393.33333333333,1735,1800,1565,1470,2250
"..1698",1434.28571428571,1386.66666666667,1533.33333333333,1775,1553.33333333333,1533.33333333333,1715,1800,1565,1655,2240
"..1699",1452.85714285714,1386.66666666667,1533.33333333333,1725,1553.33333333333,1533.33333333333,1715,1800,1545,1655,2150
"..1700",1505.71428571429,1373.33333333333,1533.33333333333,1535,1553.33333333333,1500,1715,1800,1600,1655,2150
"..1701",1505.71428571429,1373.33333333333,1533.33333333333,1535,1553.33333333333,1500,1715,1770,1570,1655,2150
"..1702",1562.85714285714,1373.33333333333,1533.33333333333,1535,1553.33333333333,1500,1715,1745,1550,1655,2150
"..1703",1467.14285714286,1373.33333333333,1276.66666666667,1695,1553.33333333333,1516.66666666667,1715,1695,1550,1320,1690
"..1704",1460,1356.66666666667,1260,1695,1536.66666666667,1516.66666666667,1715,1695,1550,1320,1690
"..1705",1422.85714285714,1490,1293.33333333333,1695,1313.33333333333,1276.66666666667,1690,1695,1495,1320,1690
"..1706",1394.28571428571,1490,1293.33333333333,1695,1313.33333333333,1276.66666666667,1690,1695,1495,1285,1690
"..1707",1294.28571428571,1490,1293.33333333333,1695,1313.33333333333,1276.66666666667,1690,1695,1495,1285,1690
"..1708",1400,1256.66666666667,1516.66666666667,1505,1536.66666666667,1500,1690,1695,1530,1620,2035
"..1709",1370,1256.66666666667,1516.66666666667,1505,1536.66666666667,1500,1690,1695,1565,1620,2035
"..1710",1390,1256.66666666667,1516.66666666667,1505,1536.66666666667,1500,1690,1695,1620,1620,2025
"..1711",1390,1256.66666666667,1516.66666666667,1505,1536.66666666667,1500,1690,1695,1620,1620,2025
"..1712",1390,1256.66666666667,1516.66666666667,1505,1536.66666666667,1500,1690,1695,1620,1620,2025
"..1713",1391.42857142857,1483.33333333333,1586.66666666667,1480,1530,1370,1680,1695,1440,1540,2030
"..1714",1417.14285714286,1483.33333333333,1456.66666666667,1480,1530,1370,1680,1695,1595,1540,2030
"..1715",1431.42857142857,1316.66666666667,1456.66666666667,1480,1530,1503.33333333333,1680,1740,1595,1650,2030
"..1716",1431.42857142857,1316.66666666667,1456.66666666667,1480,1530,1503.33333333333,1680,1740,1690,1650,1950
"..1717",1474.28571428571,1483.33333333333,1456.66666666667,1480,1530,1503.33333333333,1680,1740,1690,1650,1950
"..1718",1508.57142857143,1520,1336.66666666667,1730,1356.66666666667,1416.66666666667,1730,1565,1690,1310,1975
"..1719",1555.71428571429,1516.66666666667,1336.66666666667,1785,1356.66666666667,1416.66666666667,1730,1565,1690,1310,1975
"..1720",1598.57142857143,1516.66666666667,1336.66666666667,1785,1356.66666666667,1450,1730,1565,1690,1310,1975
"..1721",1612.85714285714,1516.66666666667,1336.66666666667,1785,1356.66666666667,1450,1730,1565,1690,1345,1975
"..1722",1551.42857142857,1516.66666666667,1336.66666666667,1785,1356.66666666667,1450,1730,1565,1690,1345,1975
"..1723",1665.71428571429,1390,1670,1610,1690,1776.66666666667,1740,1565,1690,1835,1985
"..1724",1665.71428571429,1390,1670,1670,1690,1776.66666666667,1740,1590,1690,1835,1985
"..1725",1665.71428571429,1523.33333333333,1670,1895,1690,1776.66666666667,1740,1920,1690,1835,1985
"..1726",1665.71428571429,1390,1670,1895,1690,1776.66666666667,1740,1920,1690,1835,1985
"..1727",1684.28571428571,1390,1670,1950,1690,1776.66666666667,1740,1935,1690,1835,1985
"..1728",1498.57142857143,1470,1483.33333333333,1950,1503.33333333333,1643.33333333333,1760,1935,1675,1535,1985
"..1729",1498.57142857143,1470,1483.33333333333,1850,1503.33333333333,1643.33333333333,1760,1935,1675,1535,1985
"..1730",1574.28571428571,1570,1483.33333333333,1850,1503.33333333333,1643.33333333333,1760,1935,1675,1535,1985
"..1731",1574.28571428571,1470,1483.33333333333,1850,1503.33333333333,1643.33333333333,1760,1935,1695,1535,1985
"..1732",1560,1470,1483.33333333333,1850,1503.33333333333,1576.66666666667,1760,1935,1695,1535,1985
"..1733",1680,1456.66666666667,1680,1915,1700,1576.66666666667,1790,1935,1695,1800,2030
"..1734",1645.71428571429,1456.66666666667,1680,1965,1700,1576.66666666667,1790,1935,1695,1800,2030
"..1735",1698.57142857143,1590,1680,2000,1723.33333333333,1576.66666666667,1790,1935,1740,1800,2030
"..1736",1741.42857142857,1456.66666666667,1680,2000,1723.33333333333,1753.33333333333,1790,1935,1770,1800,2030
"..1737",1741.42857142857,1456.66666666667,1680,2000,1700,1753.33333333333,1790,1935,1770,1800,2060
"..1738",1672.85714285714,1606.66666666667,1703.33333333333,1675,1723.33333333333,1576.66666666667,1815,1490,1725,1800,1920
"..1739",1674.28571428571,1606.66666666667,1703.33333333333,1675,1723.33333333333,1576.66666666667,1815,1490,1725,1800,1915
"..1740",1655.71428571429,1473.33333333333,1703.33333333333,2000,1723.33333333333,1576.66666666667,1815,1490,1725,1800,1815
"..1741",1722.85714285714,1423.33333333333,1726.66666666667,2000,1746.66666666667,1693.33333333333,1850,1490,1725,1800,1815
"..1742",1642.85714285714,1456.66666666667,1726.66666666667,2000,1683.33333333333,1630,1850,1490,1725,1715,1970
"..1743",1642.85714285714,1456.66666666667,1663.33333333333,1950,1683.33333333333,1630,1850,1465,1725,1715,1970
"..1744",1547.14285714286,1456.66666666667,1663.33333333333,1950,1683.33333333333,1630,1850,1680,1820,1715,1970
"..1745",1547.14285714286,1456.66666666667,1663.33333333333,1950,1683.33333333333,1630,1850,1680,1820,1715,1970
